 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Mobile, Helpline, Email, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer, Category, License #
General Hospital Blood Bank Fatehabad,Haryana,FATEHABAD,Fatehabad,"District Blood Tranfusion Center, General Hospital 
Fatehabad",125050,01667-222443,9991290062,,drprachi2@rediffmail.com,Dr Prachi Arun,,9991290062,drprachi2@rediffmail.com,Government,
Jagdambe Blood Bank,Haryana,FATEHABAD,Tohana,"Aggarwal Hospital, Kali Mandir Road, Bhatia Nagar, Tohana, Near Ram Bhawan",125120,01692 230692,9416047692,,dr.ijaggarwal@gmail.com,Dr. Inderjeet Aggarwal,01692 230692,8221872000,dr.ijaggarwal@gmail.com,Private,585
Paras Health Care Private Limited Blood Bank,Haryana,GURGAON,Gurugram,"C-1, Sushant Lok City, Phase I, Sector 43, Gurgaon",122002,0124 4585555,9560409969,,bloodbank@parashospitals.com,Dr. Sonia Bindal,0124 4585555,9560409969,bloodbank@parashospitals.com,Private,649
Artemis Medicare Services Limited Blood Bank,Haryana,GURGAON,Gurugram,"Artemis Hospital, Sector-51, Gurugram",122001,"0124-6767999,  0124 676 7000","09716122245, 09871019148, 09716122284",,transfusion.medicine@artemishealthsciences.com,Dr. (Brig) Anil Khetarpal,,9871019148,anilkpl@artemishospitals.com,Private,663
Medanta The Medicity Hospital Blood Bank,Haryana,GURGAON,Gurugram,"CH Baktawar Singh Road, Sector 38, Gurugram,",122001,0124 4141414  Extn 2701,9971183331,,"aseem.tiwari@medanta.org, ganesh.rawat@medanta.org",Dr Aseem Kumar Tiwari,0124 4141414,9971183331,aseemtwr@yahoo.co.in,Private,663-BH
Alchemist Institute of Medical Sciences Blood Bank,Haryana,GURGAON,Gurugram,"Alchemist Institute of Medical Sciences (A Unit of Alchemist Hospitals Limited) DLF Golf Course Road, Sector-53, Saraswati Kunj",122002,0124 4511111,,,bloodbank.aims@alchemisthospitals.com,Dr. Neha Mansi,,,alchemistbloodbank17@gmail.com,Private,683
SGT Medical College Hospital and Research Institute Blood Bank ,Haryana,GURGAON,Gurugram,"Near Sultanpur Bird Sanctuary, Village Budhera, Gurugram, ",122505,"0124-2278186,  0124 227 8256","08587046950, 08750879875",,Bloodbank@sgtuniversity.org,Dr. Arun Saxena,0124 2278183,8587046950,arunsaxena1956@gmail.com,Charity,724-B(H)
Park Hospital Blood Bank,Haryana,GURGAON,Gurugram,"Q Block, South City 2, Sohna Road, Main Sec-47, ",122001,"01244900037, 0124490038","08802141414, 07503141414","1800 102 6767, 0124 -4900000","raj1963_kanwar@yahoo.com, parkmedicenters@gmail.com",Dr. Arvind Malhotra,0124 4900000,9810187584,arvindmehrotra49@yahoo.co.in,Private,703- B(H)
Fortis Memorial Research Institute Blood Bank,Haryana,GURGAON,Gurugram,"A unit of Fortis Hospitals Limited, Sector - 44, Opposite HUDA City Centre, Gurugram",122002,"0124 4962244, 0124 716 2200","08376908523, 08587099908",,bloodbank.fmri@fortishealthcare.com,Dr. Nabajyoti Choudhury,,8376908523,bloodbank.fmri@fortishospital.com,Private,
Fortis Memorial Research Institute Blood Bank,Haryana,GURGAON,Gurugram,"Fortis Memorial Research Institute, Sector-44, Opposite HUDA City Centre, Gurgaon",122002,"0124 4962251, 01247162200",8587099908,,fmri@fortishealthcare.,Dr. N. Chaudhary,,8587099908,fmri@fortishealthcare.,Private,705-B(H)
"General Hospital Blood Bank, Gurugram",Haryana,GURGAON,Gurugram,"Near Bus Stand, Opposite MCG, Gurugram",122001,0124 2310102,9868822200,,dhs.csgur@gmail.com,Dr. Manoj Sharma,0124 2310102,9868822200,dhs.csgur@gmail.com,Government,389-B(H)
Umkal Blood Bank,Haryana,GURGAON,Gurugram,"H-Block, Palam Vihar, Opposite To Chancellor Club
Near Chiranjiv Bharti Public school",122017,0124-4777000,,,anuphoora65@gmail.com,Dr. Arti Nigam,,9650113975,drarti_palamvihar@metrohospitals.com,Private,
VPS Rockland Hospital Blood bank,Haryana,GURGAON,Gurugram,"Plot No. 2, Sector 5, IMT Manesar, Gurugram
opposite Raheja square",122051,1244755555,9650319955,,bloodbank.manesar@rocklandhospital.com,Dr. Mahak Sharma,,9166516000,mahak.shrama@rocklandhospitals.com,Private,
"Columbia Asia Hospital - Palam Vihar, Blood Bank",Haryana,GURGAON,Gurugram,"Block F, Gol Chakkar, Near Ansal Plaza Mall, Palam Vihar, ",122017,"0124 398 9896, 0124 616 5666",,,,,,,,Private,
Paras Hospital Blood Bank,Haryana,GURGAON,Gurugram,"C-1 Sushant Lok- 1 Sector-43 Phase- I
",122002,"0124-4585500, 0124-4585627",,0124-4585555,bloodbank@parashospitals.com,Dr Sonia Bindal,,9560409969,bloodbank@parashospitals.com,Private,
Nalwa Pathology and Microbiology Laboratory Blood Bank,Haryana,HISAR,Hisar,"SCF-83, Commercial UE-1, Red Square market",125001,"01662-236218, 01662 230699",9812030669,,"nawlalab@gmail.com, navtejnalwa@gmail.com",Dr. J. P. Singh Nalwa,,9812030669,"navtejnalwa@gmail.com, nawlalab@gmail.com",Private,503-B(H)
Central Medical Centre (CMC) Hospital Blood Bank,Haryana,HISAR,Hisar,"Near Dabra Chowk Over Bridge, Hisar",125001,"01662 237476, 01662 232360","088138 32032, 09996166233, 09416397790",1800-1203-2360,"cmchospitalhisar@gmail.com, cmchospitalhisar@hotmail.com",Dr. Ranju popli,"01662 237476, 01662 232360",9812060981,cmchospitalhisar@hotmail.com,Private,501
Haryana Blood Bank,Haryana,HISAR,Hisar,"16, Model Town, NearJjindal Hospital ",125001,0166 2221740,"09996663336, 09812171175, 09215181918",,"haryanabloodbankhisar@gmail.com, director.edumate@gmail.com",Dr. Sunil Kumar,0166 2221740,9996663336,sunilchahar091@yahoo.co.in,Private,521-B(H)
Manglam Blood Bank,Haryana,HISAR,Hisar,"No 139, NH10-Tosham Road Connection Road, New Model Town, Jindal Hospital Road, ",125005,"01662 248767, 01662223367",9254222767,,manglam0578@gmail.com,Dr G R Gupta,,9896539121,manglam0578@gmail.com,Private,
Hisar Blood Bank,Haryana,HISAR,Hisar,Hisar,,01662 33291,9896036321,,kalra_lab@yahoo.com,,,,,Private,
Dr. Anant Ram Janta Hospital Blood Bank,Haryana,HISAR,Hisar,"Hospital Road, Hisar, Barwala",125121,0169 324 2096,9416042096,,dranantram_b@yahoo.com,Dr. Anant Ram,,9416042096,dranantram_b@yahoo.com,Private,586
"National Blood Bank, Kharab Hospital Blood Bank",Haryana,HISAR,Hisar,"47, Near Budhla Sant Mandir, Rishi nagar, ",125008,01662 225900,,,mk885200@gmail.com,Dr. Bimal Roy Narang,01662 225900,9896013027,nationalbloodbankhsr@gmail.com,Private,669
Sarvodaya Blood Bank services,Haryana,HISAR,Hisar,"Sravodaya Multi Speciality Hospital 
Opp. Red Cross Bhawan, Delhi Road, Hisar",125001,0166 223 1031,"08572096543, 09896036321",,"uk.sarvodaya@gmail.com, nem.s@sarvodayahospital.com",Dr Jagdish Sethi,,9896036321,,Private,720
General Hospital Blood Bank Hisar,Haryana,HISAR,Hisar,"Civil Hospital Blood Bank, Near Bus Stand ",125001,01662 275566,9468248136,,drjoginderkapoor1962@gmail.com,Dr. Joginder Kapoor,01662 275566,,drjoginderkapoor1962@gmail.com,Government,
"Maharaja Agrasen Medical College, Agroha, Blood Bank",Haryana,HISAR,Hisar/Agroha,Opp. Agroha Dham,125047,01669-281193/94 (Ext. 225),, 01669-281193/94 ,bloodbank@mamc.edu.in,Dr. Ajay Kochhar,"01669 281176, 01669 281193, 01669 281194",9991431794,ajaykochhar10@yahoo.com,Government,577BH
General Hospital Blood Bank Jhajjar,Haryana,JHAJJAR,Jhajjhar,Model Town,124103,01251 252410,9729078039,,dhs.csjjr@hry.nic.in,Dr. Indira Hasija,,9729078039,hasijaindira7@gmail.com,Government,665
General Hospital Blood Bank Jind,Haryana,JIND,Jind,"Civil Hospital, DC Colony",126102,01681 245454,"09416139660, 09416556795",,"msghjind10@gmail.com, jaikumar.mann@gmail.com, bloodbankghjind@gmail.com",Dr. Jai Kumar Mann,,9416139660,jaikumar.mann@gmail.com,Government,398-B(H)
National Blood Bank,Haryana,JIND,Jind,"Kharab Hospital, Gohana Road, Jind",,,,,,,,,,Government,
Gangaputra Hospital and Research Centre Blood Bank,Haryana,JIND,Kandela,"Kaithal Road, Kandela",126102,01681 237238,9871804058,,lohamalewa@gmail.com,Dr. Archana Sharma,01681 237238 ,9466094661,lohamalewa@gmail.com,Private,731-B(H)
Smt. Indira Gandhi Government Multispeciality Blood Bank,Haryana,KAITHAL,Kaithal,"G. H. Sector-18, Bypass Road, Near bus stand, Kaithal By pass",136027,,"09416121227, 09991717988, 09466484634",,"Bloodbankghktl@gmail.com, gulabsungroya@gmail.com",Dr Sachin,,9991717988,"bloodbankghkaithal@gmail.com, gulabsungroya@gmail.com",Government,704-B(H)
Haryana Institute of Medical Sciences (HIMS) Hospital Blood Bank,Haryana,KAITHAL,Kaithal,"NH-152, Village-Ujhana, Ambala Road, Kaithal",,,,,hims.ktl@gmail.com,,,,,Private,
Kapisthal Blood Bank,Haryana,KAITHAL,Kaithal,"Plot No. 11, Rishi Nagar, Kaithal
Karnal Road
",136027,"01746-234874, 01746 226874",,,kapisthalbloodbank123@gmail.com,Dr. M.R Mittal,,9466341984,dr.m.r.mittal@gmail.com,Private,
General Hospital Blood Bank Karnal,Haryana,KARNAL,Karnal,"Old Court Road, Karnal",132001,0184 2268899,9466119091,,rbtcghknl@gmail.com,Dr. Rajeev Panwar,,9996137788,rbtcghknl@gmail.com,Government,373-B(H)
Nirmal Institute of Medical Sciences and Technology Blood Bank,Haryana,KARNAL,Karnal,"69, Jarnally Colony, Opposite Kalpana Chawla Medical College, Karnal.",132001,"0184 2201999, 0184 2202999","09991455777, 09896244555",,nims1999@gmail.com,Dr. Ashok Kumar Bector,,"09991455777, 09896244555",smilewithlove1@yahoo.com,Charity,508BH
Pandit Ram Prakash Hospital and Kidney Centre Blood Bank,Haryana,KARNAL,Karnal,"Civil Hospital Road, Karnal",132001,"0184 2252401, ","09416130301, 9896922924",,"gd.sharma@rediffmail.com, balwinderkumar175@gmail.com",,,,,Private,
Save Life Blood Bank,Haryana,KARNAL,Karnal,"16, Jarnally Colony, 1st floor, Opposite to General Hospital, Karnal",132001,"0184 2207557, 0184 2207558",9896217504,,sikkalab@gmail.com,Dr O.P. Pasricha,,,sikkalab@gmail.com,Private,
LNJP District Government Hospital Blood Bank ,Haryana,KURUKSHETRA,Kurukshetra," Thanesar, Kurukshetra, SH-6, Kaithal Kurukshetra Road, ",136118,"0174 429 2716, 01744 293580, 01744 290344","09467734580, 09355370569",,"mnjt1972@yahoo.co.in, cskkr@gmail.com",Dr. Manjeet Singh,,9813223597,"mnjt1972@yahoo.co.in, cskkr@gmail.com",Government,390-B(H)
Kurukshetra Blood Bank,Haryana,KURUKSHETRA,Kurukshetra,"SCO.07-08 BASMENT,  Near LIC Building",136118,"01744 291914, 01744232010","09355231078, 093544 59907",,"kbloodbankk@gmail.com, sushaadkunj@gmail.com",Dr.S.C.Sharma,,9416035935,sushaadkunj@gmail.com,Private,
Adesh Blood Bank,Haryana,KURUKSHETRA,Kurukshetra,"NH - 1, Near Ambala Cantt., Village Mohri, TEHSIL. SHAHBAD (M)",136135,"01744-332000, 332001, 332002",,,,,,,,Private,
Civil Hospital Narnaul ,Haryana,MAHENDRAGARH,Narnaul,"New Mohalla Mandi, Narnaul",123001,01282-254288,9812198175,,bloodbankghnarula@gmail.com,Dr. Surender Kumar,,9992079524,sksogra@gmail.com,Government,483-B(H)
General Hospital Blood Bank Mandikhera,Haryana,MEWAT,Mandikhera,"Mandikhera, Mewat",122108,1268661022,,,bbghcsmwt@gmail.com,Dr. B. K. Rajora,,9992262211,ashish.doc@gmail.com,Government,
Shaheed Hasan Khan Mewati Government Medical College Blood Bank  ,Haryana,MEWAT,Nuh,"Nalhar, Tehsil Nuh, Mewat",122107,01267 282007,9416731609,,gmcmewat@gmail.com,Dr. Pawan Singh,,9416731609,godwalps@gmail.com,Government,
Diamond Blood Bank LLT,Haryana,PALWAL,Palwal,"Om premia Hospital, 56 km Stone,NH-2, Delhi Mathura Road, Palwal, Faridabad",121102,01275 240240,9899207036,,bloodbank@ompremiahospital.com,Dr. Chavvi Gupta,01275 240240,,bloodbank@ompremiahospital.com,Private,578-B(H)
General Hospital Blood Bank Palwal,Haryana,PALWAL,Palwal,New Sohna Road,121102,01275 240099,9813389010,,bloodbankpalwal@gmail.com,Dr. Prashant Gupta,,9813389010,prashantgupta74@yahoo.co.uk,Government,723 -BH
Command Hospital Blood Bank,Haryana,PANCHKULA,Panchkula,"Chandimandir Cantonment, Panchkula",134109,,080908 00659,,,,,,,Government,
Alchemist Hospital Panchkula Blood Bank,Haryana,PANCHKULA,Panchkula,"Sector 21, Panchkula",134112,"0172-7122960, 0172-7122967, 0172 7122966, 0172 7122967",9780887019,,"bloodbank@alchemisthospitals.com, gp.saluja@alchemisthosptals.com",Dr. G. P. Saluja,0172 7122960,9780887019,gp.saluja@alchemisthospitals.com,Private,569
District Hospital Panchkula Blood Bank,Haryana,PANCHKULA,Panchkula,"Civil Hospital Blood Bank, Sector 6",134109,0172 256 7228,9876058060,,bbghpkl@gmail.com,Dr. Seema Ghai,,9876058060,drseemaghai@gmail.com,Government,745-BH
N.C. Medical College and Hospital Blood Bank,Haryana,PANIPAT,Israna,"N.C. Medical College and Hospital, Panipat-Rohtak Road, Israna, Panipat",,,,,info@sdctrust.org,,,,,Government,
Red Cross Blood Bank,Haryana,PANIPAT,Panipat,"Indian Red Cross Society, Red Cross Bhawan, G.T. Road",132103,0180 4002049,090340 09006,,redcrosssocietypnp@gmail.com,Dr. Pooja Singhal,,9034009006,poojasingal2010@gmail.com,Charity,455-B(H)
Prem Blood Bank,Haryana,PANIPAT,Panipat,"A unit of Lala Harbhagwan Dass Memorial & Dr. Prem Hospital Pvt. Ltd., Bishan Sarop Colony, Opp Bus Stand, ",132103,"0180 2697191, 0180 2635900, 01804008431",7206403131,8295300191,"premhospitaldr@gmail.com, admin@drpremhospital.com",Dr. Sourabh Chawla,,7206403131,"premhospitaldr@gmail.com, rajpnp44@gmail.com",Private,718
Bharat Blood Bank,Haryana,PANIPAT,Panipat,"467-D/4, West Press Colony, Near Bust Stand, Sukhdev Nagar",132103, 0180 4019800,"09416200014, 09254800007",,bloodbank.bharat@gmail.com,Dr. H. N. Sehgal,,9254800007,bloodbank.bharat@gmail.com,Charity,616-B(H)
Panipat Blood Bank,Haryana,PANIPAT,Panipat,"332-R Model Town, Near Ramlal Chowk",132103,"0180 4011150, 01802697887",9416016332,,"bkgupta35@gmail.com, ishakanavgupta@gmail.com",Dr Isha Gupta,,9896667220,ishakanavgupta@gmail.com,Charity,607-B(H)
Cygnus Maharaja Aggarsain Hospital Blood Bank,Haryana,PANIPAT,Panipat,"Desraj Colony,Devi Mandir Area",132103,,8222000942,,bloodbank.cygnus@gmail.com,Dr. Neelima Gupta,,8222900007,,Private,
Rewari Blood Bank,Haryana,REWARI,Rewari,"Shree Krishna Medical And Social Welfare Society, 53-RL, Model Town",123401,"01274 222607, 01274 222955",9416063101,,"narendraastha@gmail.com, rewaribloodbank@rediffmail.com",Dr Narendra Singh Yadav,01274-222607,9416063101,narendraastha@gmail.com,Charity,610
General Hospital Rewari Blood Bank,Haryana,REWARI,Rewari,"Room No. 16, Government / Civil Hospital Blood Bank,  
Kayasthwara Mohalla, ",123401,"01274 253101,  01274 254 743",9416194222,,bloodbankghrewari@gmail.com,Dr Neetu Singh,1274253101,8130445401,neetuschaudhary.7@gmail.com,Government,666
Bharti Blood Bank,Haryana,REWARI,Rewari,Rewari,,,,,,,,,,Private,
Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences (PGIMS) Blood Bank,Haryana,ROHTAK,Rohtak,"Medical Road, Maharishi Dayanand University,
Rohtak",124001,"01262 211306, 01262 212306,  01262 281 304",9467355771,,bloodbankpgimsrtk7@gmail.com,Dr. P.K. Sehgal,"01262 211306, 01262 212306",9215613986,bloodbankpgimsrtk7@gmail.com,Government,280-BH
General Hospital Blood Bank Sirsa,Haryana,SIRSA,Sirsa,"Room No 25, G.H Sirsa, Near Jhunthra Dharmsala Sirsa",125055,"01666241155, 01666 240122","09416657072, 09416779446  ",,bbghsirsa@gmail.com,Dr. Samta,,9416657072,,Government,396-B(H)
Shiv Shakti Blood Bank,Haryana,SIRSA,Sirsa,"Guru Gobind Singh Marg, B Block,Opposite to Valmiki Chowk",125055,"01666 234735, 01666 234117 ",9354884426,,bloodsafety@yahoo.com,Dr. Radha Mohan Arora,"01666 234735, 01666 234117 ",9354884426,drrmarora@yahoo.co.in,Charity,534-BH
Bapu Maghar Singh Ji International Blood Bank,Haryana,SIRSA,Sirsa,"Shah Satnam Singh Ji Speciality Hospital, 
Nohar Bhadra Road,Shahpur Begu, Near Shah Satnam Ji Dham, Dera Sacha Sauda",125055,"0166 6238687, 01666238659",9416787411,,dssbloodbank@gmail.com,Dr. V. K. Maheshwari,,9416787411,dssbloodbank@gmail.com,Charity,645
Bapu Maghar singh ji,Haryana,SIRSA,Sirsa,Sirsa,,,,,,,,,,Charity,
General Hospital Blood Bank Sonipat,Haryana,SONIPAT,Sonipat,"Delhi Road, Near Maharana Pratap Chowk",131001,0130 2231931,"09254300938, 09896214284",,"bloodbankchsnp@gmail.com, dr.sukhbirsingh55@yahoo.com",Dr. Sukhbir Singh,,9896214284,dr.sukhbirsingh55@yahoo.com,Government,592-B(H)
Sonipat Blood Bank,Haryana,SONIPAT,Sonipat,"Near Saxsena Hospital, Sector-14
TO Scheme No. -15",131001,0130 2218999,"09254300938, 09996010025, 09416600114     ",,sonipatbloodbank@gmail.com,Dr. Rampal,,9416600114,sonipatbloodbank@gmail.com,Charity,655
Bhagat Phool Singh Government Medical College for Women Blood Bank,Haryana,SONIPAT,Sonipat,"Kanpur Kalan, Sonipat",131305,"01263 283041, 01263 283063",8607010701,,drvermasanjay04@gmail.com,Dr. Sanjay Verma,"01263 283041, 01263 283063",8607010701,drvermasanjay04@gmail.com,Government,722-B(H)
Shree MAA Blood Bank,Haryana,YAMUNANAGAR,Jagadhri,"1st Floor, Goel Hospital, Jagadhri, Yamunanagar.
Opp Sapphire hotel, railway road, Near Krishna Bajaj auto agency",135003,01732 646206,9416316102,,shrimaabloodbank@gmail.com,Dr Rajvir Singh Panghal,01732 646206,9466900011,,Private,593
MLGH Trauma Centre Yamuna Nagar Blood Bank ,Haryana,YAMUNANAGAR,Yamunanagar,"Civil Hospital Blood Bank, Jagadhari, Above Trauma Center, 
Yamunanagar",135001,0173 220 0106,9466359077,,bloodbanktcynr@gmail.com,Dr. Nisha Gurawa,,9466359077,nishaindra11@gmail.com,Government,456BH
Bilaspur Regional Hospital Blood bank,Himachal Pradesh,BILASPUR,Bilaspur,"Changer Sector Bilaspur, Near D.C.Office Bilaspur",174001,1978221080,9816028926,,ltranjeet926@gmail.com,"Dr. Reena Sharma	","09418465106	","09418465106	","drreena99@gmail.com	",Government,"MB/96/16	"
Chamba Regional Hospital Blood Bank ,Himachal Pradesh,CHAMBA,Chamba,"Regional Hospital, Chamba",176310,01899 222210,9418069485,,,"Dr. Subhash Chauhan	",01899 222210,"09418732007	",bbank007@gmail.com,Government,"MB/97/02	"
Bhota Charitable Hospital Blood Bank,Himachal Pradesh,HAMIRPUR,Bhota,Hamirpur,176041,01972 255096,9418497878,,bhota@mjsmrs.net ,"Dr. Naveen Chander	",9418497878,9418497878,chander.naveen1@gmail.com ,Charity,"BB/NZ/04/6	"
Hamirpur Regional Hospital Blood bank,Himachal Pradesh,HAMIRPUR,Hamirpur," Agriculture Colony, Hamirpur,",177001,01972 222223,9418096596,,bbohomirpurhp@gmail.com,"Dr. Parveen Sharma		",01972 222403,9418470907,moh4hamirpur@gmail.com,Government,"MB/93/03	"
 Dharamshala Zonal Hospital Blood Bank,Himachal Pradesh,KANGRA,Dharamshala,"Zonal Hospital, Dharamshala",176215,01892 227595,9418137766,,bbankzhdshala215@gmail.com,"Dr. Anju Puri	","09418137766	","09418137766	",anjulattapuri@gmail.com,Government,"MB/92/06	"
Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Himachal Pradesh,KANGRA,Kangra,"Dr. Rajendra Prasad Government Medical College, Kangra at Tanda",176001,1892267114,8988159250,,tncbbank@gmail.com,Dr. Bal Chander,"08988159250	","08988159250	",ssst419@hotmail.com,Government,"BB/NZ/10-71		"
"Military Hospital,Yol Cant, Kangra",Himachal Pradesh,KANGRA,Kangra,"Yol Cantt, Kangra",176052,,9882435845,,,Major .P Guleria ,9882435845,,,Government,
Civil Hospital Blood Bank Palampur,Himachal Pradesh,KANGRA,Palampur,"Civil Hospital, Palampur, Kangra",176061,01894 234101,9418462877,,bloodbankplp@gmail.com,Dr. Anil Manhas,,9736076383,dranilmanhasbari@gmail.com,Government,"MB/NZ/04	"
Reckong Peo Regional Hospital Blood Bank ,Himachal Pradesh,KINNAUR,Reckong Peo,"Reckong Peo, Kinnaur, Himachal Pradesh
",172107,01786 222922,,,bbrhpeo@gmail.com,Dr. Bhartendu Nagesh,01786 222922,9418277991,bbrhpeo@gmail.com,Government,MB/15/01
Kullu Regional Hospital Blood Bank ,Himachal Pradesh,KULLU,Dhapur,"R.No. 320, Kullu Regional Hospital ",175101,01902 224778,01902 224778,,lackullu@gmail.com,"Dr. Rakesh Kumar Thakur	","09418128555	",9418029010,rakeshkthakur28@gmail.com,Government,"MB/97/05		"
Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Himachal Pradesh,MANDI,Mandi,"Netaji Subhash Chander Bose Zonal Hospital, Mandi",175001,01905 222213,9418316416,,aripooja.ar@gmail.com,Dr Arindom Roy,01905 222213,9418316416,aripooja.ar@gmail.com,Government,"BB/NZ/10-70	"
Rohru Civil Hospital Blood Bank ,Himachal Pradesh,SHIMLA,Rohru,"Rohru, Shimla",171207,01781 240011,"09418084314	",,smorohru@gmail.com,Dr. Sunil Sharma,17812400011,,drsunilsharma@gmail.com,Government,"MB/06/366	"
Indira Gandhi Medical College Blood Bank Shimla,Himachal Pradesh,SHIMLA,Shimla,"Department of BT and IH, Indira Gandhi Medical College, 
Near Lakkar Bazar",171001,0177 2883440,9418091908,,bbigmc@gmail.com,"Dr. M. L. Kaushal		","09418091908	","09418091908	",bbigmc@gmail.com,Government,"MB/03/68	"
Deen Dayal Updhayay Hospital Blood Bank,Himachal Pradesh,SHIMLA,Shimla,"DDU Complex, Shimla",171001,0177 2658940,9418462397,,,Dr. Rajnish Sood,,9418083737,drrajnishsood@gmail.com,Government,"MB/92/5	"
Kamla Nehru Hospital Blood Bank,Himachal Pradesh,SHIMLA,Shimla,"Kamla Nehru Hospital, NH-22, Near Mall Road",171001,0177 2624081,9418173271,,bbknhsml@gmail.com,"Dr. Gagandeep Dhilon	","09418173271	","09418173271	","gagansirdhillon@yahoo.com	",Government,"MB/06/446	"
Mahatma Gandhi Medical Services Blood Bank Rampur,Himachal Pradesh,SHIMLA,Shimla,"Mahatma Gandhi Medical Services Blood Bank Rampur,
Near Jakh Institute of Nursing",172001,01782 233969,9418470772,,padam0108ps@gmail.com,Dr Padam Dev Sharma,"09418470772	","09418470772	","padam0108ps@gmail.com	",Government,"MNB/04/83	"
